Identifier,Status catalogue,Business line/Ligne d'affaires,Type of product/ Type de produit,Title/Titre (Eng),Description (English/anglais),Catalogue Link (EN),Title/Titre (Fra),Description (French/français),Catalogue Link (FR),Provider/Fournisseur,Homepage,Product has related courses/Ce produit a des cours connexes,Related courses/Cours connexes,Primary Intended Audience/Public ciblé principal,Total length of English product (h:mm:ss) / Durée totale du produit anglais (h:mm:ss),Total length of French product (h:mm:ss) / Durée totale du produit francais (h:mm:ss) copy,Duration - Showcard,Duration - Product page,Curriculum Architecture Placement/Emplacement dans l'architecture du curriculum,"If Corporate Skills, choose a sub-category/ Si Compétences organisationnelles, choisir une sous-catégorie","If Digital and Data, choose a sub-category/ Si numérique et données , choisir une sous-catégorie","If Healthy Workplace, choose a sub-category/ Si milieu de travail sain, choisir une sous-catégorie","If Public Sector Foundations, choose a sub-category/ Si fondements du secteur public, choisir une sous-catégorie","If Transferable Skills, choose a sub-category/ Si compétences transférables, choisir une sous-catégorie",Topics/Sujets,"Under Communication, are any of these sub-topics applicable?/Sous communication, un de ces sous-sujets est-il applicable ?","Under digital, data and design, are any of these sub-topics applicable?/Sous numérique, données et conception, un de ces sous-sujets est-il applicable ?","Under leadership, are any of these sub-topics applicable?/Sous leadership, un de ces sous-sujets est-il applicable ?","Under wellbeing, are any of these sub-topics applicable?/Sous mieux-être, un de ces sous-sujets est-il applicable ?","Under diversity, inclusion and Indigenous reconciliation, are any of these sub-topics applicable?/Sous diversité, inclusion et réconciliation avec les Autochtones, un de ces sous-sujets est-il applicable ?","Under working with others, are any of these sub-topics applicable?/Sous travailler ensemble, un de ces sous-sujets est-il applicable ?","Under project and product management, are any of these sub-topics applicable?/Sous gestion de produits et de projets, un de ces sous-sujets est-il applicable ?","Under government operations, are any of these sub-topics applicable?/Sous opérations gouvernementales, un de ces sous-sujets est-il applicable ?"
LPL1-V14,Active / Shown in catalogue,"Policy, Priorities and Partnerships/Politique, priorités et partenariats",Video/Vidéo,"Margaret MacMillan on Canada, Geopolitics and Learning from the Past (LPL1-V14)",This event recording features a discussion with historian Margaret MacMillan on the importance of history in understanding geopolitics and the lessons that can be learned from the past to meet the opportunities and challenges of today and tomorrow.,https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V14&cm_locale=en,"Margaret MacMillan au sujet du Canada, la géopolitique et les enseignements du passé (LPL1-V14)",Cet enregistrement présente une discussion avec l’historienne Margaret MacMillan au sujet de l’importance de l’histoire dans la compréhension de la géopolitique actuelle et des leçons que l’on peut tirer du passé pour être à la hauteur des occasions et des enjeux actuels et à venir.,https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V14&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,1:31:31,1:31:31,"1-3.5 hours (Half-day)/1-3,5 h (demi-journée)","1.5 hours/1,5 h",Leadership Programs/Programmes de leadership ,,,,,,"Government operations/Opérations gouvernementales,Leadership/Leadership",,,"Strategic thinking/Réflexion stratégique,Operational effectiveness/Efficacité opérationnelle",,,,,"Values and ethics/Valeurs et éthique,Security and privacy/Sécurité et confidentialité"
LPL1-V15,Active / Shown in catalogue,"Policy, Priorities and Partnerships/Politique, priorités et partenariats",Video/Vidéo,"Margaret MacMillan on Canada, Geopolitics and Learning from the Past: Key Moments (LPL1-V15)","This video highlights key moments from the Geopolitics and Learning from the Past event, including discussions on the importance of history and the difference in geopolitics today.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V15&cm_locale=en,"Margaret MacMillan au sujet du Canada, la géopolitique et les enseignements du passé : moments importants (LPL1-V15)","Cette vidéo présente les moments importants de l’événement sur la géopolitique et les enseignements du passé, y compris les discussions sur l’importance de l’histoire et la différence dans la géopolitique actuelle.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V15&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,6:15,6:15,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Leadership Programs/Programmes de leadership ,,,,,,"Leadership/Leadership,Government operations/Opérations gouvernementales",,,"Strategic thinking/Réflexion stratégique,Operational effectiveness/Efficacité opérationnelle",,,,,"Values and ethics/Valeurs et éthique,Security and privacy/Sécurité et confidentialité"
LPL1-V16,Active / Shown in catalogue,"Policy, Priorities and Partnerships/Politique, priorités et partenariats",Video/Vidéo,"Russia, Ukraine and the Future of Global Power (LPL1-V16)","This event recording features a discussion with Fiona Hill, a leading expert on Russia, about authoritarianism in Russia and the challenge it poses to advanced democracies, the current conflict in Ukraine, and the reaction of the West.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V16&cm_locale=en,"La Russie, l'Ukraine et l'avenir de la puissance mondiale (LPL1-V16)","Cet enregistrement d'événement présente une discussion avec Fiona Hill, une éminente spécialiste de la Russie, au sujet d'autoritarisme en Russie et du défi qu'il représente pour les démocraties avancées, du conflit actuel en Ukraine et de la réaction de l'Occident.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V16&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,9:44,9:44,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Leadership Programs/Programmes de leadership ,,,,,,Leadership/Leadership,,,Strategic thinking/Réflexion stratégique,,,,,
LPL1-V18,Active / Shown in catalogue,"Policy, Priorities and Partnerships/Politique, priorités et partenariats",Video/Vidéo,The New Economy Series: Cyber Security (LPL1-V18),"This event recording explores the relationship between cyber security and economic development, the trade-offs faced by Canadian policy-makers, and the role Canada plays in protecting critical public and private assets.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V18&cm_locale=en,Série sur les nouveaux enjeux économiques : Cybersécurité (LPL1-V18),"Cet enregistrement d'événement porte sur la relation entre cybersécurité et développement économique, les compromis auxquels sont confrontés les décideurs politiques canadiens et le rôle que joue le Canada dans la protection des biens publics et privés essentiels.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V18&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,1:15:38,1:15:38,"1-3.5 hours (Half-day)/1-3,5 h (demi-journée)","1.5 hours/1,5 h",Leadership Programs/Programmes de leadership ,,,,,,Government operations/Opérations gouvernementales,,,,,,,,"Policy and regulation/Politiques et réglementation,Business and finance/Affaires et finances"
LPL1-V19,Active / Shown in catalogue,"Policy, Priorities and Partnerships/Politique, priorités et partenariats",Video/Vidéo,Statecraft in the Digital Era: Key Moments (LPL1-V19),"This video highlights key moments from the Statecraft in the Digital Era event, including discussions on the challenges of the digital era and the competition between democracies and authoritarian states.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V19&cm_locale=en,La conduite des affaires de l'État à l'ère numérique : moments importants (LPL1-V19),"Cette vidéo présente les moments importants de l'événement sur la conduite des affaires de l'État à l'ère numérique, y compris les discussions sur les enjeux liés à l'ère numérique et la concurrence entre les démocraties et les États autoritaires.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V19&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,9:55,9:55,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Leadership Programs/Programmes de leadership ,,,,,,Leadership/Leadership,,,Strategic thinking/Réflexion stratégique,,,,,
LPL1-V20,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Video/Vidéo,The World: A Primer (LPL1-V20),"This event recording captures a discussion between Aiesha Zafar, a Canada School of Public Service faculty member, and Richard Haass, Ph.D., President of the Council on Foreign Relations in the United States, on the state of the world in the post-Cold War era, including climate change issues, geopolitics and domestic challenges in Canada.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V20&cm_locale=en,Le monde : Une introduction (LPL1-V20),"Cet enregistrement d'événement présente une discussion entre Aiesha Zafar, membre du corps professoral de l'École de la fonction publique du Canada, et Richard Haass, président du conseil des relations étrangères des États-Unis, au sujet de l'état du monde actuel à l'ère de l'après-guerre froide, notamment de changements climatiques, de géopolitique et d'enjeux nationaux au Canada.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V20&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Supervisors/Superviseurs,Managers/Gestionnaires,Executives/Cadres",54:30,54:30,10 minutes to 1 hour/10 minutes à 1 h,10 minutes to 1 hour/10 minutes à 1 h,Leadership Programs/Programmes de leadership ,,,,,,Government operations/Opérations gouvernementales,,,,,,,,Policy and regulation/Politiques et réglementation
LPL1-V21,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Video/Vidéo,EXecuTALK: Be the Leader Everyone Wants to Work For (LPL1-V21),"This event recording features Pablo Sobrino, a retired assistant deputy minister, who discusses how leaders can create meaningful and effective employee engagement in the workplace to increase innovation, productivity and performance.  ",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V21&cm_locale=en,Entre cadres : Soyez le leader pour qui tout le monde veut travailler (LPL1-V21),"Cet enregistrement d'événement met en vedette Pablo Sobrino, sous-ministre adjoint à la retraite, qui explique comment les leaders peuvent donner lieu à une mobilisation significative et efficace des membres du personnel dans le milieu de travail, de façon à stimuler l'innovation, la productivité et le bon rendement.  ",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V21&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Executives/Cadres,35:00,35:00,10 minutes to 1 hour/10 minutes à 1 h,10 minutes to 1 hour/10 minutes à 1 h,Leadership Programs/Programmes de leadership ,,,,,,"Leadership/Leadership,Working with others/Travailler ensemble",,,"Managing teams/Gestion d’équipe,Self-awareness/Conscience de soi",,,Managing teams/Gestion d’équipe,,
LPL1-V22,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Video/Vidéo,EXecuTALK: Public Service Renewal: An Act of Intelligent Risk Taking (LPL1-V22),"This event recording features Patrick Borbey, President of the Public Service Commission, who talks about how, to renew its workforce, his organization is embracing intelligent risk and innovation throughout the staffing process.  ",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V22&cm_locale=en,Entre cadres : Le renouvellement de la fonction publique : une prise de risque réfléchie (LPL1-V22),"Cet enregistrement d'événement met en vedette Patrick Borbey, président de la Commission de la fonction publique, qui parle de la façon dont son organisation favorise la prise de risque réfléchie et l'innovation dans le processus de recrutement afin d'appuyer le renouvellement de son effectif.  ",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V22&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,35:00,35:00,10 minutes to 1 hour/10 minutes à 1 h,10 minutes to 1 hour/10 minutes à 1 h,Leadership Programs/Programmes de leadership ,,,,,,Leadership/Leadership,,,Managing teams/Gestion d’équipe,,,,,
LPL1-V23,Active / Shown in catalogue,President's Office/Bureau du Président,Video/Vidéo,Deputy Minister Leadership Reflections Series: The Honourable Jocelyne Bourgon (LPL1-V23),"This video features the Honourable Jocelyne Bourgon, President Emeritus of the Canada School of Public Service and the first female Clerk of the Privy Council and Secretary to the Cabinet, who reflects on her academic and professional experiences, provides insight into what leadership is, and shares her views on Canada's federal public service, including its interdependencies, transformations and notable reforms.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V23&cm_locale=en,Série Réflexions sur le leadership des sous-ministres : l'honorable Jocelyne Bourgon (LPL1-V23),"Cette vidéo présente l'honorable Jocelyne Bourgon, présidente émérite de l'École de la fonction publique du Canada et première femme à occuper le poste de greffière du Conseil privé et secrétaire du Cabinet, qui parle de son expérience universitaire et professionnelle, fait part de sa perspective du leadership et présente son point de vue au sujet de la fonction publique du Canada, en évoquant les interdépendances de celle-ci, ses transformations et ses réformes déterminantes.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V23&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Supervisors/Superviseurs,Managers/Gestionnaires,""Sr. Leaders (ADMS, DMs)/Haute direction (SMA, SM)"",Executives/Cadres",38:54,39:00,10 minutes to 1 hour/10 minutes à 1 h,10 minutes to 1 hour/10 minutes à 1 h,Leadership Programs/Programmes de leadership ,,,,,,"Leadership/Leadership,Working with others/Travailler ensemble,Management development programs/Programmes de perfectionnement des gestionnaires",,,"Strategic thinking/Réflexion stratégique,Change management/Gestion du changement,Digital leadership/Leadership numérique,Risk management/Gestion du risque,Official languages/Langues officielles,Management development programs/Programmes de perfectionnement des gestionnaires,Influence and storytelling/Influence et communication narrative,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle,Self-awareness/Conscience de soi,Managing teams/Gestion d’équipe,Coaching and mentoring/Coaching et mentorat",,,"Collaboration and partnership/Collaboration et partenariat,Engagement and consultation/Mobilisation et consultation,Managing teams/Gestion d’équipe,Coaching and mentoring/Coaching et mentorat",,
LPL1-V24,Active / Shown in catalogue,President's Office/Bureau du Président,Video/Vidéo,Deputy Minister Leadership Reflections Series: Daniel Quan-Watson (LPL1-V24),"This video features Daniel Quan-Watson, retired Deputy Minister of Crown-Indigenous Relations and Northern Affairs Canada, who reflects on his career in the public service, his work with Indigenous Peoples and on Indigenous issues, and what leadership means and how it can manifest in different ways.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V24&cm_locale=en,Série Réflexions sur le leadership des sous-ministres : Daniel Quan-Watson (LPL1-V24),"Cette vidéo présente Daniel Quan-Watson, sous-ministre à la retraite de Relations Couronne-Autochtones et Affaires du Nord Canada, qui livre ses réflexions sur sa carrière dans la fonction publique, son travail auprès des peuples autochtones et sur les enjeux autochtones, et ce que signifie le leadership et ses différentes formes d'expression.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V24&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Supervisors/Superviseurs,Managers/Gestionnaires,Executives/Cadres,""Sr. Leaders (ADMS, DMs)/Haute direction (SMA, SM)""",35:40,35:40,10 minutes to 1 hour/10 minutes à 1 h,10 minutes to 1 hour/10 minutes à 1 h,Leadership Programs/Programmes de leadership ,,,,,,"Leadership/Leadership,Working with others/Travailler ensemble,Management development programs/Programmes de perfectionnement des gestionnaires",,,"Digital leadership/Leadership numérique,Strategic thinking/Réflexion stratégique,Change management/Gestion du changement,Management development programs/Programmes de perfectionnement des gestionnaires,Influence and storytelling/Influence et communication narrative,Operational effectiveness/Efficacité opérationnelle,Managing teams/Gestion d’équipe,Self-awareness/Conscience de soi,Coaching and mentoring/Coaching et mentorat,Conflict resolution/Résolution de conflits,Risk management/Gestion du risque,Official languages/Langues officielles",,,"Collaboration and partnership/Collaboration et partenariat,Engagement and consultation/Mobilisation et consultation,Managing teams/Gestion d’équipe,Coaching and mentoring/Coaching et mentorat",,
LPL1-V25,Active / Shown in catalogue,President's Office/Bureau du Président,Video/Vidéo,Deputy Minister Leadership Reflections Series: Louis Ranger (LPL1-V25),"This video features Louis Ranger, retired Deputy Minister of Transport, Infrastructure and Communities, who provides insights on emergency management and communications and reflects on his career trajectory, leadership inspirations and approaches.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V25&cm_locale=en,Série Réflexions sur le leadership des sous-ministres : Louis Ranger (LPL1-V25),"Cette vidéo présente Louis Ranger, sous-ministre à la retraite des Transports, de l'Infrastructure et des Collectivités, qui offre des points de vue sur la gestion des urgences et les communications, et qui livre ses réflexions sur son parcours professionnel ainsi que ses inspirations et approches en matière de leadership.",https://catalogue.csps-efpc.gc.ca/product?catalog=LPL1-V25&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Supervisors/Superviseurs,Managers/Gestionnaires,""Sr. Leaders (ADMS, DMs)/Haute direction (SMA, SM)"",Executives/Cadres",29:32,29:43,10 minutes to 1 hour/10 minutes à 1 h,10 minutes to 1 hour/10 minutes à 1 h,Leadership Programs/Programmes de leadership ,,,,,,"Leadership/Leadership,Working with others/Travailler ensemble,Management development programs/Programmes de perfectionnement des gestionnaires",,,"Strategic thinking/Réflexion stratégique,Change management/Gestion du changement,Digital leadership/Leadership numérique,Risk management/Gestion du risque,Official languages/Langues officielles,Management development programs/Programmes de perfectionnement des gestionnaires,Influence and storytelling/Influence et communication narrative,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle,Self-awareness/Conscience de soi,Managing teams/Gestion d’équipe,Coaching and mentoring/Coaching et mentorat",,,"Collaboration and partnership/Collaboration et partenariat,Engagement and consultation/Mobilisation et consultation,Managing teams/Gestion d’équipe,Coaching and mentoring/Coaching et mentorat",,
